1697439600,81.96,81.97,81.96,81.97,0,2023-10-16T15:00:00.000+08:00
1697439660,,,,,,2023-10-16T15:01:00.000+08:00
1697439720,81.97,81.97,81.97,81.97,931,2023-10-16T15:02:00.000+08:00
1697439780,,,,,,2023-10-16T15:03:00.000+08:00
1697439840,81.97,81.98,81.97,81.98,2,2023-10-16T15:04:00.000+08:00
1697439900,82.01,82.01,82.01,82.01,8,2023-10-16T15:05:00.000+08:00
1697439960,81.88,82.01,81.88,82.01,338,2023-10-16T15:06:00.000+08:00
1697440020,82.01,82.01,81.95,81.95,4,2023-10-16T15:07:00.000+08:00
1697440080,,,,,,2023-10-16T15:08:00.000+08:00
1697440140,,,,,,2023-10-16T15:09:00.000+08:00
1697440200,81.88,81.88,81.85,81.85,154,2023-10-16T15:10:00.000+08:00
1697440260,81.87,81.87,81.87,81.87,4,2023-10-16T15:11:00.000+08:00
1697440320,,,,,,2023-10-16T15:12:00.000+08:00
1697440380,,,,,,2023-10-16T15:13:00.000+08:00
1697440440,81.89,81.89,81.89,81.89,0,2023-10-16T15:14:00.000+08:00
1697440500,81.89,81.89,81.89,81.89,57924,2023-10-16T15:15:00.000+08:00
1697440560,,,,,,2023-10-16T15:16:00.000+08:00
1697440620,81.85,81.87,81.84,81.85,6268,2023-10-16T15:17:00.000+08:00
1697440680,81.84,81.84,81.83,81.84,6311,2023-10-16T15:18:00.000+08:00
1697440740,81.85,81.85,81.81,81.81,3823,2023-10-16T15:19:00.000+08:00
1697440800,81.81,81.83,81.81,81.83,3630,2023-10-16T15:20:00.000+08:00
1697440860,81.8,81.8,81.78,81.79,1326,2023-10-16T15:21:00.000+08:00
1697440920,81.78,81.79,81.78,81.79,2420,2023-10-16T15:22:00.000+08:00
1697440980,81.78,81.8,81.78,81.8,2420,2023-10-16T15:23:00.000+08:00
1697441040,81.79,81.79,81.79,81.79,1210,2023-10-16T15:24:00.000+08:00
1697441100,81.79,81.79,81.79,81.79,2420,2023-10-16T15:25:00.000+08:00
1697441160,81.77,81.77,81.77,81.77,1210,2023-10-16T15:26:00.000+08:00
1697441220,81.77,81.79,81.77,81.77,4840,2023-10-16T15:27:00.000+08:00
1697441280,81.76,81.76,81.74,81.74,0,2023-10-16T15:28:00.000+08:00
1697441340,81.73,81.78,81.73,81.78,3629,2023-10-16T15:29:00.000+08:00
1697441400,,,,,,2023-10-16T15:30:00.000+08:00
1697441460,81.87,81.87,81.87,81.87,6,2023-10-16T15:31:00.000+08:00
1697441520,81.83,81.83,81.83,81.83,1,2023-10-16T15:32:00.000+08:00
1697441580,,,,,,2023-10-16T15:33:00.000+08:00
1697441640,,,,,,2023-10-16T15:34:00.000+08:00
1697441700,81.8,81.81,81.8,81.81,2,2023-10-16T15:35:00.000+08:00
1697441760,81.76,81.76,81.76,81.76,182,2023-10-16T15:36:00.000+08:00
1697441820,,,,,,2023-10-16T15:37:00.000+08:00
1697441880,81.73,81.74,81.73,81.74,1330,2023-10-16T15:38:00.000+08:00
1697441940,81.75,81.76,81.75,81.76,1446,2023-10-16T15:39:00.000+08:00
1697442000,,,,,,2023-10-16T15:40:00.000+08:00
1697442060,81.73,81.73,81.73,81.73,0,2023-10-16T15:41:00.000+08:00
1697442120,81.72,81.72,81.7,81.7,2,2023-10-16T15:42:00.000+08:00
1697442180,81.72,81.72,81.72,81.72,2,2023-10-16T15:43:00.000+08:00
1697442240,81.71,81.71,81.7,81.7,122,2023-10-16T15:44:00.000+08:00
1697442300,81.72,81.74,81.72,81.74,1518,2023-10-16T15:45:00.000+08:00
1697442360,,,,,,2023-10-16T15:46:00.000+08:00
1697442420,,,,,,2023-10-16T15:47:00.000+08:00
1697442480,,,,,,2023-10-16T15:48:00.000+08:00
1697442540,,,,,,2023-10-16T15:49:00.000+08:00
1697442600,81.67,81.67,81.67,81.67,117,2023-10-16T15:50:00.000+08:00
1697442660,,,,,,2023-10-16T15:51:00.000+08:00
1697442720,,,,,,2023-10-16T15:52:00.000+08:00
