1697449140,,,,,,2023-10-16T17:39:00.000+08:00
1697449200,,,,,,2023-10-16T17:40:00.000+08:00
1697449260,81.84,81.84,81.84,81.84,0,2023-10-16T17:41:00.000+08:00
1697449320,,,,,,2023-10-16T17:42:00.000+08:00
1697449380,,,,,,2023-10-16T17:43:00.000+08:00
1697449440,81.84,81.84,81.84,81.84,1,2023-10-16T17:44:00.000+08:00
1697449500,81.82,81.82,81.82,81.82,11,2023-10-16T17:45:00.000+08:00
1697449560,81.84,81.84,81.83,81.83,13,2023-10-16T17:46:00.000+08:00
1697449620,81.82,81.82,81.79,81.79,56,2023-10-16T17:47:00.000+08:00
1697449680,81.79,81.79,81.79,81.79,11,2023-10-16T17:48:00.000+08:00
1697449740,81.8,81.8,81.8,81.8,11,2023-10-16T17:49:00.000+08:00
1697449800,81.79,81.81,81.78,81.79,112,2023-10-16T17:50:00.000+08:00
1697449860,81.8,81.81,81.8,81.81,22,2023-10-16T17:51:00.000+08:00
1697449920,81.81,81.81,81.81,81.81,11,2023-10-16T17:52:00.000+08:00
1697449980,81.81,81.83,81.81,81.83,25,2023-10-16T17:53:00.000+08:00
1697450040,81.82,81.82,81.82,81.82,14,2023-10-16T17:54:00.000+08:00
1697450100,81.81,81.81,81.81,81.81,24,2023-10-16T17:55:00.000+08:00
1697450160,81.81,81.81,81.8,81.8,81,2023-10-16T17:56:00.000+08:00
1697450220,81.79,81.79,81.79,81.79,11,2023-10-16T17:57:00.000+08:00
1697450280,81.8,81.8,81.8,81.8,57,2023-10-16T17:58:00.000+08:00
1697450340,,,,,,2023-10-16T17:59:00.000+08:00
1697450400,81.79,81.79,81.78,81.78,87,2023-10-16T18:00:00.000+08:00
1697450460,81.76,81.76,81.75,81.76,1163,2023-10-16T18:01:00.000+08:00
1697450520,81.75,81.75,81.75,81.75,23,2023-10-16T18:02:00.000+08:00
1697450580,,,,,,2023-10-16T18:03:00.000+08:00
1697450640,81.73,81.73,81.73,81.73,64,2023-10-16T18:04:00.000+08:00
1697450700,,,,,,2023-10-16T18:05:00.000+08:00
1697450760,81.73,81.74,81.73,81.74,70,2023-10-16T18:06:00.000+08:00
1697450820,81.72,81.72,81.72,81.72,59,2023-10-16T18:07:00.000+08:00
1697450880,81.72,81.72,81.72,81.72,5,2023-10-16T18:08:00.000+08:00
1697450940,81.73,81.73,81.7,81.7,30,2023-10-16T18:09:00.000+08:00
1697451000,81.7,81.7,81.7,81.7,11,2023-10-16T18:10:00.000+08:00
1697451060,,,,,,2023-10-16T18:11:00.000+08:00
1697451120,81.73,81.74,81.73,81.73,1008,2023-10-16T18:12:00.000+08:00
1697451180,81.73,81.73,81.73,81.73,12,2023-10-16T18:13:00.000+08:00
1697451240,81.74,81.75,81.74,81.75,4,2023-10-16T18:14:00.000+08:00
1697451300,81.74,81.76,81.74,81.76,18,2023-10-16T18:15:00.000+08:00
1697451360,81.77,81.77,81.76,81.76,64,2023-10-16T18:16:00.000+08:00
1697451420,,,,,,2023-10-16T18:17:00.000+08:00
1697451480,81.75,81.75,81.75,81.75,12,2023-10-16T18:18:00.000+08:00
1697451540,81.77,81.77,81.77,81.77,63,2023-10-16T18:19:00.000+08:00
1697451600,81.8,81.81,81.8,81.81,52,2023-10-16T18:20:00.000+08:00
1697451660,81.81,81.81,81.81,81.81,173,2023-10-16T18:21:00.000+08:00
1697451720,81.79,81.79,81.77,81.77,75,2023-10-16T18:22:00.000+08:00
1697451780,81.78,81.78,81.78,81.78,35,2023-10-16T18:23:00.000+08:00
1697451840,81.78,81.78,81.78,81.78,33,2023-10-16T18:24:00.000+08:00
1697451900,81.78,81.78,81.77,81.77,139,2023-10-16T18:25:00.000+08:00
1697451960,81.77,81.78,81.77,81.78,10,2023-10-16T18:26:00.000+08:00
1697452020,81.8,81.8,81.76,81.76,69,2023-10-16T18:27:00.000+08:00
1697452080,81.76,81.76,81.76,81.76,22,2023-10-16T18:28:00.000+08:00
1697452140,81.75,81.76,81.75,81.76,41,2023-10-16T18:29:00.000+08:00
1697452200,,,,,,2023-10-16T18:30:00.000+08:00
1697452260,,,,,,2023-10-16T18:31:00.000+08:00
1697452320,81.82,81.82,81.82,81.82,2,2023-10-16T18:32:00.000+08:00
1697452380,,,,,,2023-10-16T18:33:00.000+08:00
1697452400,81.81,81.81,81.81,81.81,0,2023-10-16T18:33:20.000+08:00
