1699603200,82.16,82.34,82.16,82.34,0,2023-11-10T16:00:00.000+08:00
1699603260,,,,,,2023-11-10T16:01:00.000+08:00
1699603320,,,,,,2023-11-10T16:02:00.000+08:00
1699603380,82.2,82.2,82.12,82.12,2375,2023-11-10T16:03:00.000+08:00
1699603440,82.16,82.18,82.16,82.18,1,2023-11-10T16:04:00.000+08:00
1699603500,82.2,82.2,82.19,82.2,6,2023-11-10T16:05:00.000+08:00
1699603560,,,,,,2023-11-10T16:06:00.000+08:00
1699603620,82.13,82.13,82.13,82.13,280,2023-11-10T16:07:00.000+08:00
1699603680,,,,,,2023-11-10T16:08:00.000+08:00
1699603740,82.18,82.18,82.18,82.18,18,2023-11-10T16:09:00.000+08:00
1699603800,,,,,,2023-11-10T16:10:00.000+08:00
1699603860,,,,,,2023-11-10T16:11:00.000+08:00
1699603920,,,,,,2023-11-10T16:12:00.000+08:00
1699603980,,,,,,2023-11-10T16:13:00.000+08:00
1699604040,,,,,,2023-11-10T16:14:00.000+08:00
1699604100,82.18,82.18,82.18,82.18,0,2023-11-10T16:15:00.000+08:00
1699604160,,,,,,2023-11-10T16:16:00.000+08:00
1699604220,,,,,,2023-11-10T16:17:00.000+08:00
1699604280,,,,,,2023-11-10T16:18:00.000+08:00
1699604340,82.16,82.16,82.16,82.16,3,2023-11-10T16:19:00.000+08:00
1699604400,82.19,82.2025,82.19,82.2025,90,2023-11-10T16:20:00.000+08:00
1699604460,82.21,82.21,82.21,82.21,20,2023-11-10T16:21:00.000+08:00
1699604520,,,,,,2023-11-10T16:22:00.000+08:00
1699604580,82.17,82.17,82.17,82.17,1,2023-11-10T16:23:00.000+08:00
1699604640,82.15,82.15,82.15,82.15,200,2023-11-10T16:24:00.000+08:00
1699604700,82.14,82.14,82.14,82.14,69,2023-11-10T16:25:00.000+08:00
1699604760,82.15,82.15,82.15,82.15,0,2023-11-10T16:26:00.000+08:00
1699604820,,,,,,2023-11-10T16:27:00.000+08:00
1699604880,,,,,,2023-11-10T16:28:00.000+08:00
1699604940,,,,,,2023-11-10T16:29:00.000+08:00
1699605000,82.15,82.17,82.15,82.17,5210,2023-11-10T16:30:00.000+08:00
1699605060,,,,,,2023-11-10T16:31:00.000+08:00
1699605120,,,,,,2023-11-10T16:32:00.000+08:00
1699605180,,,,,,2023-11-10T16:33:00.000+08:00
1699605240,,,,,,2023-11-10T16:34:00.000+08:00
1699605300,,,,,,2023-11-10T16:35:00.000+08:00
1699605360,,,,,,2023-11-10T16:36:00.000+08:00
1699605420,,,,,,2023-11-10T16:37:00.000+08:00
1699605480,82.19,82.19,82.19,82.19,0,2023-11-10T16:38:00.000+08:00
1699605540,,,,,,2023-11-10T16:39:00.000+08:00
1699605600,82.17,82.17,82.17,82.17,5264,2023-11-10T16:40:00.000+08:00
1699605660,,,,,,2023-11-10T16:41:00.000+08:00
1699605720,,,,,,2023-11-10T16:42:00.000+08:00
1699605780,,,,,,2023-11-10T16:43:00.000+08:00
1699605840,,,,,,2023-11-10T16:44:00.000+08:00
1699605900,,,,,,2023-11-10T16:45:00.000+08:00
1699605960,,,,,,2023-11-10T16:46:00.000+08:00
1699606020,82.14,82.14,82.13,82.13,30,2023-11-10T16:47:00.000+08:00
1699606080,,,,,,2023-11-10T16:48:00.000+08:00
1699606140,,,,,,2023-11-10T16:49:00.000+08:00
1699606200,,,,,,2023-11-10T16:50:00.000+08:00
1699606260,,,,,,2023-11-10T16:51:00.000+08:00
1699606320,,,,,,2023-11-10T16:52:00.000+08:00
1699606380,,,,,,2023-11-10T16:53:00.000+08:00
1699606440,82.1,82.1,82.1,82.1,7,2023-11-10T16:54:00.000+08:00
1699606500,,,,,,2023-11-10T16:55:00.000+08:00
1699606560,,,,,,2023-11-10T16:56:00.000+08:00
1699606620,82.07,82.07,82.07,82.07,146,2023-11-10T16:57:00.000+08:00
